STOP_ID,STOP_FRISK_DATE,ISSUING_OFFICER_RANK,SUPERVISING_OFFICER_RANK,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_BORO_NAME
7357,16/11/2021,POM,SGT,ROBBERY,Y,PETIT LARCENY,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),IRATE AND BELLIGERANT,43,FEMALE,BLACK,6.2,190,THN,BRO,BLK,MANHATTAN
7358,16/11/2021,POF,SGT,ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),#N/A,42,MALE,(null),(null),(null),THN,ZZZ,XXX,MANHATTAN
7359,12/11/2021,POM,SGT,OTHER,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,30,MALE,WHITE,5.1,190,THN,BRO,BLK,MANHATTAN
7360,10/11/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT,21,MALE,BLACK,5.8,150,THN,(null),BLK,BRONX
7361,10/11/2021,POM,SGT,CPW,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COOPERATIVE,21,MALE,BLACK,5.6,140,THN,BRO,BLK,BRONX
7362,09/11/2021,POM,SGT,OTHER,Y,ROBBERY,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,17,MALE,WHITE HISPANIC,5.9,150,THN,BRO,BRO,BRONX
7363,09/11/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,25,MALE,BLACK HISPANIC,5.1,165,THN,BRO,XXX,BRONX
7364,15/11/2021,POM,SGT,ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ANNOYED,(null),MALE,BLACK,5.1,180,THN,BRO,BLK,BROOKLYN
7365,13/11/2021,POM,LT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS SCARED,29,MALE,BLACK,6,200,MED,BRO,BLK,BROOKLYN
7366,15/11/2021,POF,SGT,ASSAULT,Y,ASSAULT,Y,Y,Y,Y,N,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,69,FEMALE,BLACK,5.6,115,MED,BRO,PLE,BROOKLYN
7367,14/11/2021,POF,SGT,PETIT LARCENY,Y,BURGLARY,Y,Y,N,N,Y,(null),(null),Y,N,(null),(null),Y,(null),(null),(null),Y,(null),ANNOYED,46,MALE,BLACK,5.8,160,MED,BRO,BLD,BROOKLYN
7368,13/11/2021,POM,LT,CPW,N,(null),Y,N,N,Y,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,24,MALE,BLACK HISPANIC,5.7,150,THN,BRO,BLK,BROOKLYN
7369,14/11/2021,POM,SGT,BURGLARY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT,27,MALE,WHITE,5.6,150,MED,BRO,BRO,BROOKLYN
7370,14/11/2021,POM,SGT,BURGLARY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT,29,MALE,WHITE HISPANIC,5.7,150,MED,BRO,BRO,BROOKLYN
7371,16/11/2021,DT3,SGT,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,(null),N,N,N,(null),Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,(null),MALE,BLACK,5.1,(null),MED,BRO,BLK,MANHATTAN
7372,16/11/2021,POM,SGT,PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),UPSET,50,MALE,BLACK,6,160,THN,BRO,XXX,MANHATTAN
7373,06/11/2021,POM,SGT,CPW,Y,CPW,N,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),UNCOOPERATIVE / NERVOUS / SUSPICIOUS / DISMISSIVE,22,MALE,BLACK,5.11,200,MED,BRO,BRO,MANHATTAN
7374,10/11/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT,20,MALE,BLACK HISPANIC,5.9,165,MED,BRO,BLK,BRONX
7375,10/11/2021,POM,SGT,CPW,Y,CPW,Y,Y,N,N,N,(null),Y,Y,Y,(null),Y,(null),(null),(null),(null),Y,(null),CALM,18,MALE,WHITE HISPANIC,5.7,207,HEA,BRO,BRO,BRONX
7376,10/11/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),CALM,17,MALE,WHITE HISPANIC,5.11,130,THN,ZZZ,BRO,BRONX
7377,10/11/2021,POM,SGT,CPW,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,18,FEMALE,WHITE HISPANIC,5.2,90,THN,BRO,BLK,BRONX
7378,13/11/2021,POF,LT,ASSAULT,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM/SURPRISED,41,MALE,BLACK,5.7,160,MED,BRO,BLK,BROOKLYN
7379,15/11/2021,POM,SGT,OTHER,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,(null),MALE,BLACK HISPANIC,6.1,240,MED,BLK,BLK,BROOKLYN
7380,13/11/2021,POM,LT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,18,MALE,BLACK,5.1,140,THN,BLK,BLK,QUEENS
7381,13/11/2021,POM,SGT,CPW,N,(null),Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,21,MALE,BLACK,5.8,160,MED,BRO,BLK,QUEENS
7382,12/11/2021,POM,SGT,RAPE,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,33,MALE,WHITE HISPANIC,5.1,190,MED,BRO,BLK,MANHATTAN
7383,14/11/2021,POM,SGT,PETIT LARCENY,Y,PETIT LARCENY,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,28,MALE,BLACK HISPANIC,5.8,145,MED,BRO,BLK,MANHATTAN
7384,10/11/2021,POM,SGT,OTHER,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,28,MALE,BLACK,6.2,(null),U,BRO,BLK,BRONX
7385,10/11/2021,POM,SGT,CPW,Y,CPW,Y,Y,N,N,Y,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),QUIET,41,MALE,WHITE HISPANIC,5.3,150,THN,BRO,BLD,BRONX
7386,16/11/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,23,MALE,BLACK,6,170,THN,BRO,BLK,BRONX
7387,06/11/2021,POM,SGT,CPW,Y,CPW,N,N,N,N,N,Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),DISMISIVE,24,MALE,WHITE HISPANIC,5.5,260,HEA,BRO,BLK,BRONX
7388,12/11/2021,POM,SGT,CPW,Y,CPW,N,N,N,N,N,Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),NERVOUS,20,MALE,BLACK,6.6,230,THN,BRO,BLK,BRONX
7389,17/11/2021,POM,SGT,CPW,N,(null),Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,25,MALE,BLACK,6,150,THN,BRO,BLK,BRONX
7390,16/11/2021,POF,SGT,CRIMINAL TRESPASS,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),(null),(null),PATIENT,18,FEMALE,BLACK,5.7,190,HEA,BRO,BLK,BROOKLYN
7391,16/11/2021,POF,SGT,CRIMINAL TRESPASS,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),(null),(null),PATIENT,20,MALE,BLACK,5.7,130,THN,BRO,BLK,BROOKLYN
7392,16/11/2021,POM,SGT,ASSAULT,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),APPARENT NORMAL,(null),MALE,MIDDLE EASTERN/SOUTHWEST ASIAN,5.4,110,THN,BLK,BLD,BROOKLYN
7393,16/11/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),SUPRISED,27,MALE,BLACK,5.7,150,THN,BRO,BLK,BROOKLYN
7394,16/11/2021,POM,SGT,ROBBERY,Y,ROBBERY,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),AGGRESSIVE AND VIOLENT,26,MALE,BLACK,5.1,170,THN,BRO,BLK,QUEENS
7395,16/11/2021,POM,SGT,GRAND LARCENY AUTO,Y,GRAND LARCENY AUTO,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),OUT OF BREATH,24,MALE,WHITE HISPANIC,5.6,140,THN,BRO,BRO,MANHATTAN
7396,17/11/2021,POM,LT,CRIMINAL MISCHIEF,N,(null),N,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,66,MALE,BLACK,5.1,200,MED,BRO,XXX,MANHATTAN
7397,16/11/2021,POM,SGT,ASSAULT,Y,BURGLARY,Y,Y,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),EVASIVE UNCOOPERATIVE TALKATIVE,27,MALE,BLACK,5.6,150,MED,BRO,BLK,MANHATTAN
7398,15/11/2021,POM,SGT,RECKLESS ENDANGERMENT,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,(null),CALM,18,MALE,BLACK,6,180,THN,BRO,BLK,MANHATTAN
7399,14/11/2021,POM,SGT,CRIMINAL TRESPASS,N,(null),Y,N,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,15,MALE,BLACK HISPANIC,5.5,180,MED,BRO,BLK,BRONX
7400,05/10/2021,POM,SGT,ASSAULT,Y,ASSAULT,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),(null),(null),COMPLAINING,43,MALE,BLACK,5.9,180,U,BRO,BLD,BRONX
7401,12/11/2021,POF,SGT,CPW,Y,CPW,Y,Y,(null),(null),N,Y,(null),(null),Y,(null),Y,(null),(null),(null),(null),Y,(null),ANNOYED,27,MALE,WHITE HISPANIC,5.7,190,THN,BRO,BLK,BRONX
7402,12/11/2021,POF,SGT,CPW,Y,CPW,Y,Y,N,(null),N,Y,(null),(null),Y,(null),Y,(null),(null),(null),(null),Y,(null),#N/A,26,FEMALE,WHITE HISPANIC,5,105,THN,BRO,BLN,BRONX
7403,16/11/2021,SGT,LT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNDERSTANDING,21,MALE,BLACK,5.9,190,HEA,BRO,BLK,BRONX
7404,17/11/2021,SGT,LT,CPW,N,(null),Y,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ANNOYED,35,MALE,BLACK,5.8,150,THN,BRO,BLK,BRONX
7405,17/11/2021,SGT,LT,CPW,N,(null),Y,N,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,35,MALE,BLACK,5.8,190,U,BRO,BLK,BRONX
7406,17/11/2021,SGT,LT,CRIMINAL MISCHIEF,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,20,MALE,BLACK,6,160,THN,BRO,BLK,BRONX
7407,16/11/2021,POM,SGT,FORCIBLE TOUCHING,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,(null),MALE,WHITE HISPANIC,6.3,(null),THN,BRO,BLD,BRONX
7408,19/10/2021,POM,SGT,CPW,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ANGRY,42,MALE,BLACK,6.4,180,THN,BRO,BLK,BRONX
7409,10/11/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,22,MALE,BLACK,6.1,150,THN,BLK,BLK,BRONX
7410,16/11/2021,POF,SGT,PETIT LARCENY,Y,PETIT LARCENY,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,61,MALE,BLACK,5.7,200,MED,BRO,BLD,BROOKLYN
7411,15/11/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,30,MALE,BLACK,5.7,160,THN,BRO,BLK,BROOKLYN
7412,15/11/2021,POM,SGT,CPW,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,(null),MALE,BLACK,(null),(null),MED,BLK,BLK,BROOKLYN
7413,15/11/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,20,MALE,BLACK,5.8,150,THN,BRO,BRO,BROOKLYN
7414,15/11/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,27,MALE,BLACK,6.3,170,THN,BRO,BLK,BROOKLYN
7415,15/11/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,25,MALE,BLACK,5.5,160,THN,BRO,BLK,BROOKLYN
7416,15/11/2021,POF,SGT,PETIT LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,16,MALE,BLACK,5.6,150,MED,BRO,XXX,BROOKLYN
7417,16/11/2021,POF,SGT,CPW,N,(null),Y,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,47,MALE,BLACK,5.9,160,THN,BLK,BLK,BROOKLYN
7418,02/11/2021,POF,SGT,OTHER,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,(null),MALE,WHITE,5.1,185,(null),(null),GRY,BROOKLYN
7419,14/11/2021,SGT,SGT,BURGLARY,N,(null),N,Y,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),COMPLIANT,(null),FEMALE,WHITE,5.5,120,THN,ZZZ,BRO,QUEENS
7420,05/11/2021,POM,LT,PETIT LARCENY,Y,PETIT LARCENY,N,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,37,MALE,BLACK,5.11,170,MED,BRO,BLK,QUEENS
7421,12/11/2021,POF,SGT,PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),UPSET,50,MALE,BLACK,6,160,THN,BLK,BLK,QUEENS
7422,12/11/2021,POF,SGT,PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),UPSET,47,MALE,BLACK,5.9,150,THN,BLK,BLK,QUEENS
7423,10/11/2021,POM,LT,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,48,FEMALE,BLACK HISPANIC,5.4,105,THN,BRO,BLK,MANHATTAN
7424,13/11/2021,POM,LT,CRIMINAL TRESPASS,Y,CRIMINAL TRESPASS,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),NERVOUS/ AGGITATED,45,MALE,WHITE HISPANIC,5.1,180,THN,BLU,GRY,MANHATTAN
7425,15/11/2021,POM,SGT,PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,29,MALE,WHITE HISPANIC,6,165,THN,BLK,BLK,MANHATTAN
7426,13/11/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,46,MALE,BLACK HISPANIC,5.9,185,(null),(null),BLK,BRONX
7427,05/10/2021,POM,SGT,ROBBERY,Y,ROBBERY,Y,Y,N,(null),N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),DISORDERLY IRATE,19,MALE,BLACK,6.2,150,THN,BRO,BLK,BRONX
7428,11/11/2021,POF,SGT,CPW,Y,CPW,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,17,FEMALE,BLACK,(null),(null),THN,BRO,BLK,BROOKLYN
7429,17/11/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM AND UNDERSTANDING,22,MALE,BLACK,6,185,U,BRO,BLK,BROOKLYN
7430,10/11/2021,POM,LT,CPW,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,38,MALE,BLACK,5.8,160,MED,BRO,BLK,BROOKLYN
7431,10/11/2021,POM,SGT,CPW,N,(null),N,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,27,FEMALE,BLACK,5.5,130,MED,BRO,BLK,BROOKLYN
7432,17/11/2021,POM,SGT,BURGLARY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,34,MALE,BLACK,6,220,MED,ZZZ,BLK,BROOKLYN
7433,17/10/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,20,MALE,BLACK,6.2,180,THN,BRO,BLK,BROOKLYN
7434,16/11/2021,POF,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ANGRY,25,MALE,BLACK,5.1,165,THN,BRO,XXX,BROOKLYN
7435,16/11/2021,POM,SGT,RECKLESS ENDANGERMENT,N,(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS AND CONFUSED,65,MALE,BLACK,5.5,180,MED,BRO,XXX,QUEENS
7436,10/11/2021,POM,SGT,CRIMINAL MISCHIEF,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),AGITATED,30,MALE,WHITE,5.1,160,THN,BRO,BLK,QUEENS
7437,16/11/2021,POM,SGT,CPW,N,(null),Y,Y,N,Y,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),(null),CALM,40,MALE,BLACK,5.9,180,THN,BRO,BLK,QUEENS
7438,18/11/2021,POM,SGT,OTHER,N,(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),COMPLIANT,36,MALE,WHITE HISPANIC,5.1,180,MED,BRO,BLK,MANHATTAN
7439,11/11/2021,POM,SGT,ASSAULT,N,(null),N,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNCOOPERATIVE,35,MALE,BLACK,5.5,(null),THN,BRO,BLK,MANHATTAN
7440,14/11/2021,POM,SGT,CPW,Y,CPW,N,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),AGGRESSIVELY RESISTING,22,MALE,BLACK,5.8,180,THN,BLK,BLK,MANHATTAN
7441,13/11/2021,POF,SGT,PETIT LARCENY,Y,PETIT LARCENY,Y,Y,N,(null),Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,27,MALE,BLACK,5.11,180,MED,BRO,BLK,BRONX
7442,17/11/2021,POM,SGT,CPW,N,(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNDERSTANDING,25,MALE,WHITE HISPANIC,5.1,140,THN,BRO,BLK,BRONX
7443,29/10/2021,POM,SGT,ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,30,MALE,WHITE,6.4,225,HEA,BRO,BLK,MANHATTAN
7444,15/11/2021,POF,SGT,ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,28,MALE,BLACK HISPANIC,5.6,190,MED,BRO,BLK,MANHATTAN
7445,15/11/2021,POM,SGT,CPW,Y,MENACING,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),AGITATED,36,MALE,BLACK,6.6,185,MED,BRO,BRO,MANHATTAN
7446,17/11/2021,SGT,LT,ROBBERY,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNDERSTANIDNG,26,MALE,BLACK HISPANIC,5.11,190,MED,BRO,XXX,BRONX
7447,18/11/2021,SGT,LT,CPW,N,(null),Y,N,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNDERSTANIDNG,27,MALE,BLACK,5.11,180,THN,BRO,BLK,BRONX
7448,13/11/2021,POM,SGT,CPW,N,(null),Y,Y,Y,Y,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),SWEATING AND NERVOUS,39,MALE,BLACK,6.5,220,THN,BRO,BLK,BRONX
7449,17/11/2021,POM,SGT,CPW,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED,(null),MALE,BLACK,6.1,170,THN,BRO,BLK,BRONX
7450,30/10/2021,POM,SGT,OTHER,Y,OTHER,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,37,MALE,BLACK,5.1,220,HEA,BRO,BLK,BROOKLYN
7451,14/11/2021,POM,SGT,CPW,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),Y,(null),NERVOUS,37,FEMALE,WHITE HISPANIC,5.5,130,THN,BRO,BLN,BROOKLYN
7452,11/11/2021,POM,SGT,CPW,N,(null),Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),LOUD,25,MALE,BLACK,(null),160,MED,BRO,BLK,BROOKLYN
7453,23/10/2021,POM,LSA,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,25,MALE,BLACK,5.11,150,THN,BLK,BLK,BROOKLYN
7454,18/11/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNCOOPERATIVE,(null),MALE,BLACK,5.1,150,THN,BRO,BLK,BROOKLYN
7455,18/11/2021,POM,SGT,CPW,Y,MENACING,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,20,FEMALE,BLACK,5.4,140,MED,BRO,BLK,QUEENS
7456,17/11/2021,POM,SGT,BURGLARY,Y,UNAUTHORIZED USE OF A VEHICLE,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,48,MALE,WHITE HISPANIC,5.8,160,THN,BRO,BRO,QUEENS
7457,17/11/2021,POM,SGT,BURGLARY,Y,UNAUTHORIZED USE OF A VEHICLE,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,32,MALE,WHITE HISPANIC,5.8,160,MED,BRO,BRO,QUEENS
7458,11/11/2021,POM,LT,CPW,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,53,MALE,BLACK,5.8,170,MED,BRO,BLK,QUEENS
7459,18/11/2021,POM,SGT,CPW,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNCOOPERATIVE,(null),MALE,BLACK HISPANIC,5.8,220,HEA,BRO,BLK,MANHATTAN
7460,18/11/2021,POM,SGT,CPW,N,(null),Y,N,N,N,Y,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),NORMAL,18,MALE,WHITE HISPANIC,5.9,150,THN,BRO,BLK,MANHATTAN
7461,16/11/2021,POM,SGT,CPW,Y,CPW,Y,N,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),ANGRY,19,MALE,BLACK,5,200,MED,BLK,BLK,BROOKLYN
7462,16/11/2021,POM,SGT,CPW,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM,18,MALE,BLACK,5.3,120,THN,BRO,BLK,BROOKLYN
7463,16/11/2021,POM,SGT,CPW,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM,20,MALE,BLACK,5.9,165,THN,BRO,BLK,BROOKLYN
7464,17/11/2021,DTS,LT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,30,MALE,BLACK,5.9,175,MED,BRO,XXX,BROOKLYN
7465,15/11/2021,POM,SGT,OTHER,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,20,MALE,BLACK,5.1,150,THN,BRO,BLK,BROOKLYN
7466,17/11/2021,POM,SGT,CPW,Y,CPW,N,Y,N,N,N,Y,(null),(null),Y,(null),(null),Y,(null),(null),Y,Y,(null),NERVOUS ANXIOUS.,21,MALE,BLACK,5.7,240,HEA,BRO,BLK,BROOKLYN
