STOP_ID,STOP_FRISK_DATE,ISSUING_OFFICER_RANK,SUPERVISING_OFFICER_RANK,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_BORO_NAME
2447,28/04/2021,POM,(null),ASSAULT,N,(null),Y,Y,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,(null),CALM,18,MALE,BLACK,5.11,150,THN,BRO,BLK,QUEENS
2448,06/05/2021,POM,(null),ASSAULT,Y,ROBBERY,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),DEFENSIVE AGITATED,32,MALE,WHITE,5.8,180,THN,BRO,BRO,QUEENS
2449,06/05/2021,POF,(null),BURGLARY,N,(null),N,N,(null),(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,37,MALE,WHITE,6,170,MED,BLU,BRO,MANHATTAN
2450,25/04/2021,POM,(null),OTHER,Y,OTHER,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,39,MALE,BLACK,5.9,160,THN,BLK,BLK,MANHATTAN
2451,04/05/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,32,MALE,WHITE,5.9,140,THN,BRO,BRO,BRONX
2452,04/05/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,30,MALE,WHITE HISPANIC,5.5,200,HEA,BRO,(null),BRONX
2453,03/05/2021,POM,(null),CPW,Y,CPW,N,Y,N,N,N,Y,(null),(null),Y,(null),Y,Y,(null),(null),Y,(null),(null),(null),25,MALE,BLACK,5.8,160,THN,BRO,BLK,BROOKLYN
2454,24/04/2021,POM,(null),PETIT LARCENY,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),UPSET,17,MALE,BLACK,6.2,160,MED,BRO,BLK,BROOKLYN
2455,06/05/2021,POM,(null),ROBBERY,Y,ROBBERY,Y,Y,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,(null),(null),16,MALE,BLACK,5.4,180,MED,BRO,BLK,QUEENS
2456,06/05/2021,POM,(null),ROBBERY,Y,ROBBERY,Y,Y,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),(null),(null),20,MALE,BLACK,5.9,170,HEA,BRO,BLK,QUEENS
2457,06/05/2021,POM,(null),ROBBERY,Y,ROBBERY,Y,Y,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),(null),CALM,18,MALE,BLACK,5.11,210,HEA,BRO,BLK,QUEENS
2458,06/05/2021,POM,(null),ROBBERY,Y,ROBBERY,Y,Y,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),(null),CALM,18,MALE,BLACK,5.1,210,U,BRO,BLK,QUEENS
2459,06/05/2021,POM,(null),ROBBERY,Y,ROBBERY,Y,Y,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),(null),CALM,18,MALE,BLACK,5.4,170,HEA,BRO,BLK,QUEENS
2460,06/05/2021,POM,(null),PETIT LARCENY,N,(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,37,MALE,BLACK,5.11,220,MED,BRO,BLK,QUEENS
2461,20/04/2021,POF,(null),CPW,N,(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,45,MALE,BLACK HISPANIC,5.5,160,THN,BRO,BLK,MANHATTAN
2462,06/05/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,34,MALE,WHITE HISPANIC,5.9,190,THN,BRO,ZZZ,BROOKLYN
2463,07/05/2021,POM,(null),CPW,N,(null),N,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,33,MALE,BLACK,6.5,220,U,BRO,BLK,BROOKLYN
2464,05/05/2021,SGT,(null),ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM/UNDERSTANDING,36,MALE,BLACK,5.11,175,THN,BRO,BLK,BROOKLYN
2465,06/05/2021,POM,(null),CRIMINAL MISCHIEF,Y,CRIMINAL MISCHIEF,Y,Y,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),IRRATE UPSET,(null),MALE,WHITE HISPANIC,6,280,HEA,BRO,BLK,QUEENS
2466,06/05/2021,POF,(null),OTHER,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,15,MALE,BLACK,5.8,100,THN,BRO,BLK,MANHATTAN
2467,06/05/2021,POM,(null),MENACING,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),(null),16,MALE,BLACK,5.8,150,THN,BRO,BLK,BRONX
2468,06/05/2021,POM,(null),ASSAULT,Y,ASSAULT,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),APPARENTLY NORMAL,15,FEMALE,WHITE,5.3,123,THN,BLU,BLN,BROOKLYN
2469,04/05/2021,POM,(null),ROBBERY,Y,CRIMINAL TRESPASS,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),18,MALE,BLACK,5.8,180,MED,BRO,BLK,BROOKLYN
2470,04/05/2021,POM,(null),ROBBERY,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),17,MALE,BLACK,(null),(null),(null),(null),BLK,BROOKLYN
2471,04/05/2021,POM,(null),CRIMINAL TRESPASS,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),16,MALE,BLACK,(null),(null),(null),(null),(null),BROOKLYN
2472,07/05/2021,POF,(null),ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),ANGRY COMBATIVE HOSTILE,(null),MALE,BLACK,5.11,140,THN,BRO,BLK,BROOKLYN
2473,04/05/2021,POM,(null),CRIMINAL MISCHIEF,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,34,MALE,WHITE,6,160,THN,HAZ,BRO,BROOKLYN
2474,06/05/2021,DTS,(null),BURGLARY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,(null),MALE,WHITE HISPANIC,6,200,MED,BRO,BLK,BROOKLYN
2475,06/05/2021,POM,(null),CPW,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT,(null),MALE,BLACK,5.9,180,MED,BLK,BLK,BRONX
2476,06/05/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,32,MALE,WHITE HISPANIC,5.1,160,THN,BRO,BRO,BRONX
2477,06/05/2021,POM,(null),CPW,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT,(null),MALE,WHITE HISPANIC,5.8,170,MED,BRO,BRO,BRONX
2478,07/05/2021,POM,(null),OTHER,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,40,MALE,BLACK,6.1,200,U,BRO,BLK,BROOKLYN
2479,08/05/2021,POM,(null),ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM AND UNDERSTANDING,36,MALE,WHITE HISPANIC,6,180,THN,BRO,BLD,QUEENS
2480,15/04/2021,POM,(null),ROBBERY,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),CALM,34,MALE,BLACK,5.9,160,MED,BRO,XXX,QUEENS
2481,06/05/2021,POM,(null),BURGLARY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),MALE,WHITE,(null),(null),THN,(null),(null),QUEENS
2482,08/05/2021,POM,(null),BURGLARY,N,(null),Y,Y,Y,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM,36,MALE,BLACK,6.3,270,MED,BRO,BLK,STATEN ISLAND
2483,01/05/2021,POM,(null),CPW,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM AND COMPLIANT,40,MALE,BLACK HISPANIC,5.8,175,MED,ZZZ,XXX,MANHATTAN
2484,07/05/2021,POF,(null),CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,(null),N,Y,N,(null),N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),UNDERSTANDING,(null),MALE,BLACK,(null),(null),(null),(null),(null),MANHATTAN
2485,07/05/2021,POM,(null),CRIMINAL SALE OF CONTROLLED SUBSTANCE,N,(null),N,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,51,MALE,BLACK,5.1,150,THN,BRO,BLK,MANHATTAN
2486,06/05/2021,POM,(null),CPW,Y,CPW,N,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),19,MALE,BLACK,5.9,150,THN,BRO,BLK,BRONX
2487,06/05/2021,POM,(null),MENACING,Y,MENACING,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),18,MALE,BLACK,6,170,THN,BRO,BLK,BRONX
2488,06/04/2021,POM,(null),CPW,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNCOOPERATIVE,(null),MALE,BLACK,6.2,155,THN,BRO,BLK,BROOKLYN
2489,08/05/2021,POM,(null),ASSAULT,Y,ASSAULT,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,45,MALE,WHITE HISPANIC,5.5,130,MED,BRO,BLK,QUEENS
2490,08/05/2021,POM,(null),ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,41,MALE,WHITE HISPANIC,5.6,180,HEA,BRO,BLK,QUEENS
2491,08/05/2021,POM,(null),ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,50,MALE,WHITE HISPANIC,5.6,125,THN,BRO,BLK,QUEENS
2492,08/05/2021,POM,(null),ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,60,MALE,WHITE HISPANIC,5.4,125,THN,BRO,BLK,QUEENS
2493,06/05/2021,POM,(null),CPW,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),NERVOUS,17,MALE,BLACK,5.7,150,THN,BRO,BLK,BRONX
2494,06/05/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,16,FEMALE,BLACK,5.3,120,HEA,BRO,BLK,BRONX
2495,08/05/2021,POF,(null),GRAND LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,20,MALE,BLACK HISPANIC,5.11,165,MED,BRO,BLK,BRONX
2496,08/05/2021,POF,(null),GRAND LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,18,MALE,BLACK HISPANIC,5.1,175,MED,BRO,BLK,BRONX
2497,08/05/2021,POF,(null),GRAND LARCENY,N,(null),N,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,17,MALE,BLACK HISPANIC,5.1,165,MED,BRO,BLK,BRONX
2498,08/05/2021,POM,(null),GRAND LARCENY,Y,GRAND LARCENY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,28,MALE,BLACK,6.2,180,MED,BRO,BLD,BROOKLYN
2499,08/05/2021,POM,(null),ASSAULT,Y,ASSAULT,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),COMPLIANT,45,MALE,WHITE,5.9,220,HEA,BLU,BLN,QUEENS
2500,08/05/2021,POM,(null),ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),APPARENTLY NORMAL,31,MALE,WHITE HISPANIC,6,170,MED,BLK,BLK,QUEENS
2501,09/05/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,48,MALE,BLACK,6,230,MED,BRO,BRO,BRONX
2502,08/05/2021,POM,(null),ROBBERY,Y,ROBBERY,Y,Y,N,(null),N,(null),Y,(null),Y,(null),(null),Y,(null),(null),Y,Y,(null),VIOLENT,29,MALE,BLACK,5.8,170,THN,BRO,BLK,BROOKLYN
2503,04/05/2021,POM,(null),ROBBERY,Y,MENACING,Y,Y,N,N,N,(null),(null),Y,Y,(null),(null),Y,(null),(null),(null),Y,(null),NERVOUS,30,MALE,BLACK,6,150,THN,BRO,BLK,MANHATTAN
2504,07/05/2021,POM,(null),CPW,N,(null),Y,Y,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),CALM,51,MALE,BLACK,6.2,170,THN,ZZZ,BLK,MANHATTAN
2505,09/05/2021,POM,(null),CPW,N,(null),Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),25,MALE,WHITE HISPANIC,5.8,(null),THN,ZZZ,XXX,BRONX
2506,09/05/2021,POM,(null),CPW,Y,CPW,Y,Y,N,N,N,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM,14,MALE,BLACK,5.7,120,THN,BRO,BLK,BRONX
2507,09/05/2021,POM,(null),CPW,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),TENSE,27,MALE,BLACK,5.9,160,THN,BRO,BLK,QUEENS
2508,10/05/2021,SGT,(null),PETIT LARCENY,Y,PETIT LARCENY,N,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),Y,Y,(null),DISTRAUGHT,44,FEMALE,BLACK,5,105,THN,BRO,BLK,MANHATTAN
2509,03/05/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT,45,MALE,WHITE HISPANIC,5.8,160,XXX,BRO,XXX,BRONX
2510,08/05/2021,POM,(null),CPW,N,(null),Y,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),Y,(null),NON COMPLIANT,30,MALE,BLACK,6.2,200,THN,BRO,BLK,BRONX
2511,09/05/2021,POM,(null),CPW,N,(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,30,MALE,BLACK,6,175,THN,BRO,BLK,BROOKLYN
2512,07/05/2021,POF,(null),ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),Y,(null),COOPERATIVE,31,MALE,WHITE,5.5,160,U,BRO,BRO,STATEN ISLAND
2513,07/05/2021,POM,(null),ROBBERY,Y,ROBBERY,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,17,MALE,BLACK,5.1,160,THN,(null),BLK,MANHATTAN
2514,10/05/2021,POM,(null),ASSAULT,N,(null),Y,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),IRATE,31,MALE,BLACK,5.7,150,MED,BLK,XXX,MANHATTAN
2515,09/05/2021,POM,(null),CPW,N,(null),N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),25,MALE,WHITE HISPANIC,5.8,(null),THN,ZZZ,WHI,BRONX
2516,08/05/2021,POM,(null),CPW,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,40,MALE,BLACK,5.8,130,THN,BRO,BLK,BROOKLYN
2517,10/05/2021,POM,(null),ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,15,MALE,WHITE HISPANIC,5.5,130,THN,BRO,BLK,BROOKLYN
2518,10/05/2021,POM,(null),ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,14,MALE,WHITE HISPANIC,5.8,120,THN,BRO,ZZZ,BROOKLYN
2519,09/05/2021,POM,(null),CPW,Y,RECKLESS ENDANGERMENT,Y,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COOPERATIVE,(null),MALE,BLACK,5.8,230,HEA,BRO,BLK,BRONX
2520,10/05/2021,POM,(null),CPW,N,(null),Y,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMBATIVE UNCOOPERATIVE,36,MALE,BLACK HISPANIC,5.1,180,MED,BRO,BLK,BRONX
2521,09/05/2021,POM,(null),CPW,N,(null),Y,Y,N,N,N,(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM NON COMBATIVE,41,MALE,BLACK,6,140,THN,BRO,BLK,BRONX
2522,10/05/2021,POM,(null),PETIT LARCENY,N,(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),Y,Y,(null),(null),30,MALE,BLACK,5.9,140,THN,BRO,BLK,BROOKLYN
2523,08/05/2021,POM,(null),BURGLARY,Y,GRAND LARCENY,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,35,FEMALE,WHITE HISPANIC,5.4,120,THN,BRO,BLK,MANHATTAN
2524,10/05/2021,POM,(null),ASSAULT,Y,ASSAULT,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),(null),(null),UPSET,33,MALE,WHITE HISPANIC,5.9,185,U,BRO,BRO,MANHATTAN
2525,07/05/2021,POF,(null),CPW,Y,OTHER,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,27,MALE,BLACK,6,180,THN,BRO,BLK,MANHATTAN
2526,09/05/2021,POM,(null),CPW,Y,CPW,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS FRIGHTEN.,38,MALE,BLACK,6,190,THN,BRO,BLK,BROOKLYN
2527,10/05/2021,POM,(null),CPW,Y,OTHER,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED,43,MALE,MIDDLE EASTERN/SOUTHWEST ASIAN,5.7,160,THN,BRO,BRO,QUEENS
2528,07/05/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),CALM,37,MALE,BLACK,5.11,165,THN,BRO,BLK,QUEENS
2529,07/05/2021,LT,(null),ROBBERY,Y,ROBBERY,Y,Y,N,N,Y,Y,(null),(null),Y,Y,(null),Y,(null),(null),(null),Y,(null),FLED ON FOOT,16,MALE,BLACK,5.8,160,THN,BRO,BLK,MANHATTAN
2530,08/05/2021,POM,(null),CPW,N,(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),HOSTILE AND UPSET.,26,MALE,WHITE HISPANIC,5.9,220,HEA,BRO,BLK,MANHATTAN
2531,17/04/2021,POM,(null),ASSAULT,N,(null),Y,Y,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),COMPLIENT,(null),MALE,BLACK,6.2,230,HEA,BLK,BLK,MANHATTAN
2532,11/05/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ANNOYED,44,MALE,WHITE,5.6,170,THN,BRO,BLN,MANHATTAN
2533,02/05/2021,POM,(null),ASSAULT,Y,CRIMINAL MISCHIEF,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),34,MALE,WHITE,5.11,210,HEA,BRO,BRO,MANHATTAN
2534,11/05/2021,POM,(null),ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,19,MALE,BLACK,5.1,140,THN,BRO,BLK,BROOKLYN
2535,11/05/2021,POM,(null),ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,14,MALE,BLACK,5.4,110,THN,BLK,BRO,BROOKLYN
2536,11/05/2021,POM,(null),ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,(null),FEMALE,BLACK,5.2,100,THN,BRO,BLK,BROOKLYN
2537,10/05/2021,POM,(null),ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,15,MALE,BLACK,5.6,118,THN,BLK,BLK,BROOKLYN
2538,10/05/2021,POF,(null),ASSAULT,Y,ASSAULT,N,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),57,FEMALE,BLACK,5.1,130,MED,BRO,BLK,QUEENS
2539,10/05/2021,POM,(null),PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),AGITATED,35,MALE,WHITE HISPANIC,5.5,150,THN,BRO,BLK,QUEENS
2540,07/05/2021,POM,(null),CPW,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),Y,(null),(null),NORMAL,50,MALE,BLACK,6,180,MED,BRO,BLD,MANHATTAN
2541,01/05/2021,POM,(null),CPW,Y,CPW,N,Y,N,N,Y,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED AGGRESSIVE NERVOUS,34,MALE,BLACK,6,175,THN,BRO,BLK,BRONX
2542,06/05/2021,SGT,(null),CPW,N,(null),Y,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,20,MALE,BLACK HISPANIC,6.2,240,HEA,BRO,ZZZ,BRONX
2543,11/05/2021,POM,(null),MENACING,Y,CPW,Y,Y,Y,Y,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM,26,MALE,BLACK,5.8,130,THN,BRO,BLK,BROOKLYN
2544,03/05/2021,POM,(null),BURGLARY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,20,MALE,BLACK,5.8,150,THN,BRO,BLK,BROOKLYN
2545,06/05/2021,DTS,(null),CPW,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,18,MALE,BLACK,6,160,THN,BRO,ZZZ,BROOKLYN
2546,09/05/2021,POM,(null),BURGLARY,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,(null),MALE,BLACK,5.7,170,MED,BRO,XXX,BROOKLYN
2547,11/05/2021,POM,(null),CPW,N,(null),N,Y,Y,N,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),(null),26,MALE,BLACK,6,160,THN,BRO,BLK,BROOKLYN
2548,11/05/2021,POM,(null),ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),Y,(null),(null),UNDERSTANDING,74,FEMALE,BLACK,5.3,130,THN,BRO,WHI,QUEENS
2549,18/04/2021,POM,(null),OTHER,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,(null),MALE,WHITE HISPANIC,(null),(null),THN,BRO,BLK,QUEENS
2550,10/05/2021,POM,(null),ROBBERY,N,(null),N,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,20,MALE,BLACK,5.1,160,XXX,BRO,BLK,STATEN ISLAND
2551,10/05/2021,POM,(null),ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,18,MALE,BLACK,6,170,THN,BLK,BLK,STATEN ISLAND
2552,10/05/2021,POM,(null),ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,18,(null),(null),6,170,THN,BRO,BLK,STATEN ISLAND
2553,10/05/2021,POM,(null),ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,18,MALE,BLACK,5.9,160,THN,BRO,BLK,STATEN ISLAND
2554,11/05/2021,POM,(null),CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,65,MALE,WHITE HISPANIC,5.5,160,MED,BRO,ZZZ,MANHATTAN
2555,04/05/2021,POM,(null),CPW,N,(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),DEFENSIVE,38,MALE,BLACK,5.8,170,MED,BRO,BLK,MANHATTAN
2556,08/05/2021,POM,(null),ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,19,MALE,BLACK,6,150,THN,BRO,BLK,MANHATTAN
2557,11/05/2021,CPT,(null),GRAND LARCENY AUTO,N,(null),N,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,41,MALE,WHITE,5.11,180,THN,BRO,BLK,QUEENS
